CustomerID,actual_churn,predicted_churn,churn_probability,Risk Segment,CLTV,Value Segment,Expected CLTV at Risk,Retention Priority,Key Risk Factors,Recommended Action,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges
3338-CVVEH,0,1,0.7280968581077819,High Risk,5674,High Value,4131.221572903554,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,12,Month-to-month,Fiber optic,Electronic check,94.55,1173.55
3030-YDNRM,0,1,0.7339502024061293,High Risk,5514,High Value,4047.001416067397,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,8,Month-to-month,Fiber optic,Electronic check,74.85,572.45
7235-NXZCP,1,1,0.7465106475127942,High Risk,5378,High Value,4014.734262323807,Critical,Month-to-month contract; Short tenure; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,2,Month-to-month,Fiber optic,Mailed check,74.85,156.4
5129-JLPIS,0,1,0.6749295971880336,High Risk,5822,High Value,3929.4401148287316,Critical,Month-to-month contract; Electronic check; Fiber optic service; High monthly charges,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Review plan pricing or offer loyalty discount,25,Month-to-month,Fiber optic,Electronic check,105.5,2686.05
9851-KIELU,1,1,0.673744932039188,High Risk,5803,High Value,3909.741840623408,Critical,Month-to-month contract; Electronic check; Fiber optic service; High monthly charges,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Review plan pricing or offer loyalty discount,10,Month-to-month,Fiber optic,Electronic check,110.1,1043.3
3585-ISXZP,1,1,0.7311746736132421,High Risk,5335,High Value,3900.816883726646,Critical,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,8,Month-to-month,Fiber optic,Bank transfer (automatic),95.65,778.1
4919-IKATY,1,1,0.7430433897385977,High Risk,5141,High Value,3819.986066646131,Critical,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,5,Month-to-month,Fiber optic,Electronic check,84.5,453.75
5159-YFPKQ,1,1,0.7161525480684159,High Risk,5270,High Value,3774.123928320552,Critical,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,75.8,160.75
4706-AXVKM,1,1,0.7327370147147988,High Risk,5118,High Value,3750.1480413103404,Critical,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,11,Month-to-month,Fiber optic,Credit card (automatic),84.8,906.85
7056-IMHCC,1,1,0.6345927029668974,High Risk,5884,High Value,3733.943464257224,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,53,Month-to-month,Fiber optic,Electronic check,101.9,5549.4
9227-LUNBG,1,1,0.6327126870630183,High Risk,5768,High Value,3649.48677897949,Critical,Month-to-month contract; Short tenure; Electronic check; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,DSL,Electronic check,24.6,24.6
2495-INZWQ,1,1,0.6458511265932761,High Risk,5605,High Value,3619.9955645553127,Critical,Month-to-month contract; Short tenure; Electronic check; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,4,Month-to-month,DSL,Electronic check,44.55,174.3
5228-EXCET,1,1,0.6040717611862061,High Risk,5964,High Value,3602.683983714533,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,13,Month-to-month,Fiber optic,Electronic check,80.85,1008.7
3721-CNEYS,1,1,0.668031192466514,High Risk,5390,High Value,3600.6881273945105,Critical,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,70.95,137.95
7354-OIJLX,0,1,0.6903678447774345,High Risk,5212,High Value,3598.1972069799886,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,9,Month-to-month,Fiber optic,Electronic check,75.85,724.65
2439-LYPMQ,0,1,0.6532860420739693,High Risk,5469,High Value,3572.821364102538,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,38,Month-to-month,Fiber optic,Electronic check,102.6,4009.2
7912-SYRQT,1,1,0.6467602669563876,High Risk,5514,High Value,3566.2361119975208,Critical,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,7,Month-to-month,Fiber optic,Bank transfer (automatic),75.1,552.95
0899-LIIBW,0,1,0.6022826338170977,High Risk,5891,High Value,3548.046995816522,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,34,Month-to-month,Fiber optic,Electronic check,100.85,3527.3
7198-GLXTC,1,1,0.6621299161649266,High Risk,5239,High Value,3468.89863078805,Critical,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,79.0,143.65
7029-RPUAV,1,1,0.6267552755175496,High Risk,5508,High Value,3452.1680575506634,Critical,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,17,Month-to-month,Fiber optic,Credit card (automatic),100.45,1622.45
2386-LAHRK,1,1,0.6735307719283279,High Risk,5094,High Value,3430.9657522029024,Critical,Month-to-month contract; Short tenure; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,1,Month-to-month,DSL,Mailed check,53.5,53.5
4317-VTEOA,1,1,0.638759916103322,High Risk,5355,High Value,3420.559350733289,Critical,Month-to-month contract; Short tenure; Electronic check; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,DSL,Electronic check,50.75,50.75
4301-VVZKA,0,1,0.6285728696048203,High Risk,5432,High Value,3414.4078276933838,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,16,Month-to-month,Fiber optic,Electronic check,75.4,1189.4
9692-TUSXH,1,1,0.6029403997874266,High Risk,5581,High Value,3365.010371213628,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,18,Month-to-month,Fiber optic,Electronic check,96.05,1740.7
1475-VWVDO,0,1,0.6245467755686951,High Risk,5335,High Value,3331.9570476589884,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,7,Month-to-month,Fiber optic,Electronic check,74.9,490.55
6507-ZJSUR,0,1,0.6145339927719404,High Risk,5272,High Value,3239.82320989367,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,23,Month-to-month,Fiber optic,Electronic check,90.45,2117.25
1016-DJTSV,0,1,0.6057654333226999,High Risk,5242,High Value,3175.422401477593,Critical,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,8,Month-to-month,Fiber optic,Electronic check,69.7,572.85
0970-ETWGE,1,1,0.886613143794203,High Risk,4996,Medium Value,4429.519266395838,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,89.55,89.55
6372-RFVNS,1,1,0.8710957278880047,High Risk,5075,Medium Value,4420.810819031624,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,78.8,78.8
7181-BQYBV,1,1,0.9144100340706268,High Risk,4811,Medium Value,4399.226673913786,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,102.45,102.45
2545-EBUPK,0,1,0.8628146739769555,High Risk,5039,Medium Value,4347.723142169879,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,84.05,186.05
4927-WWOOZ,0,1,0.8707286198313076,High Risk,4889,Medium Value,4256.992222355263,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,91.45,171.45
8593-WHYHV,1,1,0.8392260219226952,High Risk,4934,Medium Value,4140.741192166578,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,3,Month-to-month,Fiber optic,Electronic check,85.3,264.8
5196-SGOAK,1,1,0.8392660770909316,High Risk,4884,Medium Value,4098.97552051211,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,75.7,75.7
2514-GINMM,1,1,0.8957303161105075,High Risk,4490,Medium Value,4021.8291193361783,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,79.5,79.5
3707-GNWHM,1,1,0.8273581790113368,High Risk,4750,Medium Value,3929.9513503038497,High,Month-to-month contract; Short tenure; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,1,Month-to-month,Fiber optic,Mailed check,74.25,74.25
1867-BDVFH,1,1,0.7681409294175253,High Risk,5075,Medium Value,3898.315216793941,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,11,Month-to-month,Fiber optic,Electronic check,74.35,834.2
0679-IDSTG,1,1,0.8518146480125427,High Risk,4568,Medium Value,3891.089312121295,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,69.25,69.25
3722-WPXTK,1,1,0.8735949236881128,High Risk,4254,Medium Value,3716.2728053692317,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,88.35,88.35
4587-VVTOX,1,1,0.8909233580660848,High Risk,4163,Medium Value,3708.913939629111,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,6,Month-to-month,Fiber optic,Electronic check,105.3,545.2
8622-ZLFKO,0,1,0.8582067827008303,High Risk,4297,Medium Value,3687.7145452654677,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,6,Month-to-month,Fiber optic,Electronic check,90.75,512.25
8699-ASUFO,1,1,0.7396521784642832,High Risk,4969,Medium Value,3675.3316747890235,High,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,7,Month-to-month,Fiber optic,Mailed check,74.4,527.9
1024-GUALD,1,1,0.7488479999323967,High Risk,4851,Medium Value,3632.6616476720565,High,Month-to-month contract; Short tenure; Electronic check; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,DSL,Electronic check,24.8,24.8
3422-LYEPQ,1,1,0.8547998978917716,High Risk,4207,Medium Value,3596.143170430683,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,71.0,71.0
8739-XNIKG,0,1,0.8035487290957815,High Risk,4456,Medium Value,3580.613136850802,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,5,Month-to-month,Fiber optic,Electronic check,84.0,424.75
9465-RWMXL,1,1,0.5904235400349302,Medium Risk,5949,High Value,3512.4296396678,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,32,Month-to-month,Fiber optic,Electronic check,78.9,2447.95
4237-RLAQD,1,1,0.5842118980128098,Medium Risk,5930,High Value,3464.376555215962,High,Month-to-month contract; Short tenure; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,1,Month-to-month,DSL,Mailed check,45.85,45.85
3244-DCJWY,1,1,0.8347031303172943,High Risk,4133,Medium Value,3449.828037601377,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,70.25,70.25
7817-BOQPW,1,1,0.7881061777831707,High Risk,4320,Medium Value,3404.6186880232976,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,75.55,166.3
5376-DEQCP,1,1,0.8347031303172943,High Risk,4063,Medium Value,3391.3988184791665,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,1,Month-to-month,Fiber optic,Electronic check,70.6,70.6
1731-TVIUK,1,1,0.7441011641787154,High Risk,4554,Medium Value,3388.63670166987,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Bundle online security with retention offer,4,Month-to-month,Fiber optic,Electronic check,93.5,362.2
2845-HSJCY,1,1,0.7013537174488153,High Risk,4786,Medium Value,3356.67889171003,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,14,Month-to-month,Fiber optic,Electronic check,87.25,1258.6
9279-CJEOJ,0,1,0.5890639504089249,Medium Risk,5691,High Value,3352.3629417771917,High,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,21,Month-to-month,Fiber optic,Bank transfer (automatic),95.4,2025.1
2034-GDRCN,1,1,0.8016656145666071,High Risk,4157,Medium Value,3332.523959753386,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,90.4,168.2
7363-QTBIW,0,1,0.7146663715826939,High Risk,4654,Medium Value,3326.057293345857,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,9,Month-to-month,Fiber optic,Electronic check,79.75,769.1
0952-KMEEH,1,1,0.5999348185632486,Medium Risk,5525,High Value,3314.6398725619483,High,Month-to-month contract; Fiber optic service; No tech support; High monthly charges,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Review plan pricing or offer loyalty discount,13,Month-to-month,Fiber optic,Mailed check,98.15,1230.25
4983-CCWMC,0,1,0.5944887583886488,Medium Risk,5487,High Value,3261.959817278516,High,Month-to-month contract; Short tenure; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,3,Month-to-month,Fiber optic,Mailed check,69.6,207.4
4735-ASGMA,1,1,0.6498205155970285,High Risk,4997,Medium Value,3247.1531164383514,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,26,Month-to-month,Fiber optic,Electronic check,98.35,2515.3
3858-VOBET,1,1,0.548760750739494,Medium Risk,5897,High Value,3236.0421471107966,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,23,Month-to-month,Fiber optic,Electronic check,74.95,1710.45
2959-MJHIC,1,1,0.7690106882298539,High Risk,4167,Medium Value,3204.467537853801,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,4,Month-to-month,Fiber optic,Electronic check,80.35,307.4
3519-ZKXGG,1,1,0.7883374403020267,High Risk,4062,Medium Value,3202.2266825068323,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,3,Month-to-month,Fiber optic,Electronic check,75.85,256.6
7005-CCBKV,1,1,0.7026249563372317,High Risk,4539,Medium Value,3189.2146768146945,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,6,Month-to-month,Fiber optic,Electronic check,84.4,556.35
9747-DDZOS,1,1,0.7280371557097696,High Risk,4378,Medium Value,3187.3466676973712,High,Month-to-month contract; Short tenure; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,1,Month-to-month,Fiber optic,Bank transfer (automatic),73.5,73.5
6328-ZPBGN,1,1,0.7798155241026056,High Risk,4074,Medium Value,3176.968445194015,High,Month-to-month contract; Fiber optic service; No tech support; No online security,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,11,Month-to-month,Fiber optic,Bank transfer (automatic),95.15,997.65
4806-KEXQR,1,1,0.6797161314283393,High Risk,4669,Medium Value,3173.594617638916,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,4,Month-to-month,Fiber optic,Electronic check,79.9,324.3
4713-LZDRV,1,1,0.7286858381691529,High Risk,4322,Medium Value,3149.3801925670787,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,2,Month-to-month,Fiber optic,Electronic check,79.6,195.05
0258-NOKBL,0,1,0.559128766831894,Medium Risk,5625,High Value,3145.099313429404,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,3,Month-to-month,Fiber optic,Electronic check,90.4,268.45
5281-BUZGT,1,1,0.5486829970507618,Medium Risk,5692,High Value,3123.1036192129363,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,36,Month-to-month,Fiber optic,Electronic check,90.85,3186.7
4229-CZMLL,1,1,0.7466956177259333,High Risk,4160,Medium Value,3106.2537697398825,High,Month-to-month contract; Short tenure; Electronic check; Fiber optic service,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,6,Month-to-month,Fiber optic,Electronic check,74.9,469.8
6166-ILMNY,1,1,0.5467633419570435,Medium Risk,5667,High Value,3098.507858870565,High,Month-to-month contract; Short tenure; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Offer discounted or trial tech support; Bundle online security with retention offer,2,Month-to-month,Fiber optic,Bank transfer (automatic),69.75,144.55
5889-JTMUL,1,1,0.5276118674391004,Medium Risk,5863,High Value,3093.3883787954455,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,50,Month-to-month,Fiber optic,Electronic check,95.05,4888.7
8714-EUHJO,1,1,0.5860849658850031,Medium Risk,5219,High Value,3058.7774369538315,High,Month-to-month contract; Electronic check; Fiber optic service; No tech support,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,31,Month-to-month,Fiber optic,Electronic check,91.15,2995.45
1335-NTIUC,0,1,0.556321401271612,Medium Risk,5473,High Value,3044.7470291595323,High,Month-to-month contract; Electronic check; No tech support; No online security,Offer incentive to move to a longer-term contract; Promote automatic payment enrollment; Offer discounted or trial tech support,9,Month-to-month,DSL,Electronic check,24.95,190.25
